module_number,module_name,description
5012001,Ars Rationalis II,
5012018,Introduction to Cultural History of Technology an Environment,
5012031,"When injustice becomes law" – The transformation of law in the years,
5012038,How did our (great-)grandparents get around? Research seminar on the history,
5012040,Energy History in the Anthropocene (I): the 19th Century,
5012051,Ecological Places of Remembrance in Karlsruhe,
5012054,Remembrance and Memory – individual and collective forms of constructing the,
5012041,The Bible - THE reference text in European culture and the history of ideas,
5012006,Masters course in practical philosophy,
5012023,Philosophy of Physics,
5012034,Research colloquium History,
5012042,Writing (the city’s) history – writing for the general public in historical practice,
5012048,Plastics: From Dream to Nightmare. The history of technology and culture of an,
5012057,Philosophical Ethics of Sustainability (+ essay tutorial),
5012064,Theory of history: natural history und biologisms,
5012073,Contemporary Philosophical Texts,
5012010,Chaim Gans’ Philosophy of A Just Zionism,
5012026,What is evolution?,
5012063,What is progressive history?,
5012019,The Humanities in the Nazi-period,
5012065,Kant: Prolegomena,
5012096,Advanced seminar (HS),
5013024,Modern Writing Pedagogy: Developing Individual Writing Competence,
5013047,Teaching Methodology,
5013048,Introduction to Language Didactics,
5013108,CineMA – Literature classics in Cinema,
5013205,Animals in medieval German literature (B.A.),
5013301,Reading exercise: 'Barlaam and Josaphat',
5013303,Tutorium: Einführungsseminar Germanistische Mediävistik,
5013703,Introduction to Medieval German Language and Literature (B.A.),
5013070,Introduction to historical linguistics,
5013072,Tutorial: Introduction to historical linguistics,
5014130,Language and Comprehensibility: Understanding,
5014134,Language and Comprehensibility: Discovering patterns in language use,
5013010,OS: Women as Comic Protagonists,
5013013,Heine as Cultural Mediator between Germany and France,
5013015,Wine as a Topic in Cultural Studies,
5013021,The early Martin Walser,
5013022,OS/MA-Kurs: Jewish Women Poets of the Modern Era,
5013023,The literary world,
5013025,Poetic wordplay. From the Baroque to the present day,
5013031,Literature in the mass-circulation magazine "Die Gartenlaube" (1853–1944),
5013045,German literature: Selected readings in prose,
5013046,"Zeiten(w)ende“. Turn of the century literature. From naturalism to,
5013052,VL Weimar Classicism,
5013053,Advanced seminar (HS),
5013054,PS German Ballads,
5013060,OS: Female Spirituality in the Early Modern Period,
5013068,HS Romanticism and Intermediality (including Excursion to Museum of,
5013069,OS: Heinrich von Kleist,
5013076,Colloquium (KOL),
5013063,PS: Nature Poetry,
5012004,Philosophical Writing and Debating II - Group 1,
5012013,Didactics in Philosophy I (Philosophical Wrting and Speaking) - Group 1,
5012045,Philosophical Writing and Debating I - Group 2,
5012049,Philosophical Writing and Debating II - Group 2,
5012060,Didactics in Philosophy II (Analyzing and interpreting philosophical texts),
5012012,--- Page 263 ---,
5012077,Conceptions of Teaching Ethics and Philosophy - Sekundarstufe II,
5011002,Computational Social Science: Topics and positions in the German Parliament (Part,
5011005,Sociology of Families,
5011006,Gender Pay Gap,
5011007,Data Analysis,
5011008,Decomposition and Regression Analysis,
5011009,Religion and Society,
5011012,Data Analysis,
5011013,Digital democracy: worries,
5011015,Technology and Social Change,
5011018,Computational Social Science: Topics and positions in the German Parliament (Part,
5011019,How to control algorithms?,
5011020,Data Analysis,
5000054,Grundlagen Sportsoziologie,
5016102,Foundations of sport psychology,
5016105,Foundations of sport biomechanics,
5016107,Foundations of anatomy/sports medicine II,
5016111,Forschungsplanung und -durchführung,
5016202,Anwendung Sportpsychologie - A,
5016207,Applied anatomy/sports medicine II - A,
5016212,Applied sport psychology - B,
5016217,Applied anatomy/sports medicine II - B,
5016300,Vertiefung II - Theoriefeld der Naturwissenschaft (B.Sc.),
5016303,Advanced Sport and Exercise Science II - Theories and Topics in Nature,
5017220,Cardio fit - A,
5017221,Cardio fit - B,
5017222,Cardio fit - C,
5017223,Cardio fit - D,
5017230,Leisure sports games - A,
5017231,Leisure sports games - B,
5017232,Leisure sports games - C,
5017240,Functional training - A,
5017241,Functional training - B,
5018170,Gesundheitsförderung in der Hochschule,
5018250,Leistungsdiagnostik (Projektseminar),
5000014,BuG - Exercise metabolism,
5016640,Neuromechanics: Motor Control and Biomechanics of Human Movement,
5016724,BUG/BUK - Application of physiological & sport psychological diagnostic,
5016801,BUK - Projekt-Kolloquium,
5016802,BUG - Project Colloquium,
5016803,BUT - Projekt-Kolloquium,
5016840,Signal Processing and Data Analysis with Matlab,
5016252,Anwendung Unterrichten und Erziehung (B.Ed.),
5016301,Advanced Sport and Excerise I - Theoretical Fields of Natural Sciences,
5016321,Advanced Sport and Exercise Science I - Theoretical fields of social sciences -,
5014002,Professional Writing as a Basic Element of Communicative Practice,
5014003,Journalistic Writing - Course A,
5014004,Journalistic Writing - Course B,
5014006,Journalistic Research - Course B,
5014007,Journalistic Research - Course A,
5014121,Newsroom Training and Project Management / Audio - Science Section (Course,
5014122,Newsroom Training and Project Management / Fossil meets Feed - Studis on the,
5014124,Audiovisual Media in Science Communication - Course A,
5014125,Audiovisual Media in Science Communication - Course B,
5014132,Science and the Public - Course A,
5013071,Introduction to historical linguistics,
5014500,Quantitative Methods,
5014502,Qualitative Methods,
5014511,Specialisation Module Journalism and Public Relations,
5014513,Specialization in Journalism: Social Media Journalism,
5014520,Digital Media Practice: From “Study of the Month” to “Tip Carousel”:,
5014522,Hybrid Work,
5014527,Project Seminar: Opinion climate in the mediatised society: development and,
5014528,Colloquium Presentation,
5014512,Specialisation Module Journalism and Public Relations,
5014510,Application of quantitative empirical communication research methods,
5014514,Specialisation Public Relations: Science Marketing (Exercise),
5014509,Transfer of scientific knowledge and effects of science communication - current,
5014523,Knowledge Cultures: Epistemic Cultures in Language Use,
5014530,Knowledge Cultures: Evidence-based Risk Communication: Development and,
5014193,Absolventen-Kolloquium Wissenschaftskommunikation Lehmkuhl,
2424519,Einführung in Rechnernetze,
2424521,Übung zu Einführung in Rechnernetze,
2400083,Programming Exercise,
2400150,Software Engineering,
2424901,Team Project Software Development,
2400021,Teaching Computer Science I,
2400234,Fachdidaktik Informatik III,
2424570,Computer Architecture,
2424571,Übungen zu Rechnerstrukturen,
2424900,Proseminar Computergrafik,
2400020,Windows Internals (Proseminar Operating System Internals),
2400010,Proseminar: Mobile Computing,
2424815,Selected Chapters on Computer Architecture,
2400079,Proseminar: Designing and Conducting Experimental Studies,
2400086,Proseminar (PS),
2400075,Proseminar Dependability of Software-intensive Technical Systems,
2400176,Linux Internals Proseminar,
2400282,Smart Embedded Systems,
2400143,Social Autonomous Agents,
2400179,Interpretierbarkeit und Kausalität im Maschinellen Lernen,
2400191,Proseminar Verarbeitung Natürlicher Sprache,
2400105,Proseminar Software Engineering: Outstanding Minds in Computer Science,
2400186,Virtuelle Realität und Barrierefreiheit (Proseminar),
2400110,Basispraktikum Betriebssystementwicklung,
2400027,Essentials of Data Science,
2400142,Proseminar: Humanoid Robots,
2400180,Proseminar: Robot Learning,
2400189,Proseminar Moderne Kommunikationssysteme,
2400036,Proseminar: Fault-Tolerant Services Using the State Machine Approach,
2400125,Basispraktikum: Robot Learning,
2400174,Storage Systems,
2400011,Hot Topics in Bioinformatics,
2400040,Hot Topics in Networking,
2424816,Seminar Fortgeschrittene Algorithmen in der Computergrafik,
2400035,Seminar Image Analysis and Fusion,
2400032,Seminar Speech-to-Speech Translation,
2400030,Dependable Computing,
2400063,Motion in Human and Machine,
2424362,Selected Chapters on Computer Architecture,
2400025,Seminar: Formal Methods in Software Engineering,
2400087,Seminar in Privacy,
2400084,Seminar: Robot Reinforcement Learning,
2400085,Quantum Information Theory,
2400137,Embedded Machine Learning,
2400148,Embedded Security and Architectures,
2400136,Seminar on Behavior Foundation Models,
2400181,Interpretability and Causality in Machine Learning,
2400153,Fine-Grained Complexity Theory & Algorithms,
2400072,Seminar: Service-oriented Architectures,
2400131,Advances in Data Science,
2400184,Research Focus Class: Blockchain & Cryptocurrencies Seminar,
2400145,Do LLMs understand cause and effect?,
2400101,Current Trends in Theoretical Computer Science,
2400196,Practical Graph Algorithms,
2400338,Praxis Software Engineering,
2400080,Research Trends in Human-Computer Interaction (Seminar),
2400134,Seminar Cryptanalysis,
2400166,Seminar Continuous Software Engineering Seminar (S),
2400215,Seminar: Critical topics in AI,
2400106,FPGA Programming,
2424811,Low Power Design and Embedded Systems,
2424895,Practical Course: Smart Data Analytics,
2424902,Practical course GPU-Computing,
2400091,Practical Course: Model-Driven Software Development,
2424304,Internet of Things (IoT) Lab,
2400043,Practical Course: Tools for Agile Modelling,
2400123,Practical Course Computer Vision for Human-Computer Interaction,
2400058,Penetration Testing Lab,
2512554,Practical Course: Security,
2400112,Research Laboratory Autonomous Learning Robots,
2512555,Praktikum Security,
2400295,Embedded Machine Learning Lab,
2400023,Designing and Evaluating Interactive Systems (Internship),
2400139,Research Practical Course on Behavior Foundation Models,
2400205,Neural Network Acceleration on FPGAs,
2400039,Scientific Visualization,
2400041,Rendering in CGI,
2400187,Praktikum Natural Language Dialog Systems,
2400126,Praktikum: Advanced Software Development Tools,
2400149,Practical course: Human-Centred Robotics,
2400151,Practical Course: Movement and Technology,
2400203,Current Topics of Quantum Computing Practical course (P),
2400117,Application Security Lab,
2400026,Real Time Computer Graphics,
2400049,Research Project: Generative AI for Autonomous Agents,
2400082,AI for climate and weather predictions,
2400104,Practical Course: Chip Design I,
2400107,Practical Course: Chip Design II,
2400202,Practical Course: Mathematical and Computational Methods in Robotics & AI,
2400223,Practical Course Software Defined Networking,
2424317,Arbeiten mit Datenbanksystemen,
2400113,Introduction to Efficient Programming with C,
2400064,Information Event “Research Project”,
2400047,Research Project (Project,
2400056,Research Project (Methods,
2400057,Research Project (Methods,
2400053,Research Project (Project,
2424672,Low Power Design,
2424688,Microprocessors I,
2400017,Energy Informatics 2,
2400099,Context Sensitive Systems,
2400016,Übung Interaktive Computergrafik,
2400062,Wearable Robotic Technologies,
2400074,Robotics II: Humanoid Robotics,
2400009,Practical Introduction in Hardware Security,
2400012,Übung zu Visualisierung,
2400067,Robotics III: Sensors and Perception in Robotics,
2400006,EdgeAI in Software and Sensor Applications,
2400008,Machine Learning for the Natural Sciences,
2400089,Decentralized Systems: Fundamentals,
2400088,Privacy Enhancing Technologies,
2400045,Authentication and Encryption,
2400071,Teamarbeit im Bereich Serviceorientierte Architekturen,
2400069,Teamarbeit im Bereich Web-Anwendungen,
2400096,Reading-Group - Privacy Enhancing Technologies,
2400154,Cryptographic Protocols,
2400059,Software Security Engineering,
2400018,Machine Learning – Foundations and Algorithms,
2400128,Explainable Artificial Intelligence,
2400124,Computational Complexity Theory,
2400147,Access Control Systems: Models and Technology,
2400160,Cybersecurity for Industrial Automation and Control Systems,
2400135,Humanoid Robots – Locomotion and Whole-Body Control,
2400122,Multimodal Large Language Models,
2400152,Fine-Grained Complexity Theory & Algorithms,
2400162,Digital Games,
2400159,HRI and Social Robotics,
2400111,Computer Graphics 2,
2400098,Data science and Artificial Intelligence for Energy Systems,
2400173,Data science and Artificial Intelligence for Energy Systems (Excercise),
2400034,Exercise for Machine Learning for the Natural Sciences,
2400165,Digital Accessibility and Assistive Technologies,
2400164,Advanced Data Structures,
2424179,Innovative Concepts for Programming Industrial Robots,
2400050,Software Product Line Engineering,
2400158,Introduction to Quantum Machine Learning,
2400185,Research Focus Class: Blockchain & Cryptocurrencies,
2400022,Algorithm Engineering,
2400194,Sampling Methods for Machine Learning,
2400003,Machine Learning in Climate and Environmental Sciences,
2400029,Rational Curves and Surfaces for Geometric Design 1,
2400077,Theory of Satisfiability Algorithms,
2400144,Algorithmen für planare Graphen (mit Übungen),
2400178,Parameterized Algorithms,
2400155,Graph Drawing,
2400188,Type Systems and Static Program Analysis,
2400013,Übung BGB zur juristischen Falllösungstechnik II,
2400172,Public International Law with an Economic Law Focus,
2400078,Intelligente Chatbots und Recht,
2400190,EU Digital Regulatory Framework,
2400177,Designing Data Governance of Digital Systems,
2400207,(Generative) AI and Law,
0187700,Mathematik II für Wirtschaftsinformatik und Digital Economics,
0187800,Übungen zu Mathematik II für Wirtschaftsinformatik und Digital Economics,
0150100,Analysis 2,
0150200,Übungen zu 0150100 (Analysis 2),
0150500,Lineare Algebra 2,
0150600,Übungen zu 0150500 (Lineare Algebra 2),
0186800,Höhere Mathematik II (Analysis) für die Fachrichtung Informatik,
0186900,Übungen zu 0186800 (Höhere Mathematik II (Analysis) für Informatik) Practice (Ü),
0187000,Lineare Algebra 2 für die Fachrichtung Informatik,
0187100,Übungen zu 0187000 (Lineare Algebra 2 für die Fachrichtung Informatik),
2600008,Statistics I,
2400031,SDQ Proposal Seminar,
2400888,Mitarbeiter- und Absolventenseminar,
2400081,Mitarbeiterseminar (IVD Dachsbacher),
2400195,IAI Advanced Seminar,
2400138,Mitarbeiter- und Diplomandenseminar,
2400156,Interdisciplinary group seminar AI-Climate,
2400157,Mitarbeiter- und Absolventenseminar,
2400115,SDQ Proposal Seminar Others (sonst.),
2400271,PL Research Seminar,
2400037,Sicherheit im IT-Recht,
2400066,Nicht prüfbar,
2400204,Kolloquium Markenrecht,
2411809,Tutorien zu Digitaltechnik und Entwurfsverfahren,
2400197,Research Seminar: Optimization & Biomechanics in Human-Centred Robotics,
2400167,Support during your Studies - KIT Department of Informatics,
2400250,Tutorium BGB für Anfänger für internationale Studierende,
2195601,Nach Vereinbarung,
2126592,Colloquium on Materials Science,
2194643,Constitution and Properties of Wear resistant materials,
2194635,Sprechstunde und Studienberatung,
2194638,Seminar zu wissenschaftlichen Arbeiten im Institut,
2194637,Anleitung zum wissenschaftl. Arbeiten (Bachelor- und Masterarbeiten),
2183640,Laboratory "Laser Materials Processing",
2193013,Laser-assisted methods and their application for energy storage materials,
2194720,Fundamentals in Materials Thermodynamics and Heterogeneous Equilibria,
2194721,Exercises for Fundamentals in Materials Thermodynamics and Heterogeneous,
2194722,Solid State Reactions and Kinetics of Phase Transformations,
2194723,Exercises for Solid State Reactions and Kinetics of Phase Transformations,
2194725,Nach Vereinbarung,
2194726,scientific working seminar,
2194727,Phd seminar,
2194728,tutorial in scientific working (bachelor- and master thesis),
2194729,Superhard Thin Film Materials,
2193051,Thermophysics of Advanced Materials,
2178450,Seminar in Materials Science,
2174597,Experimental Lab Course in Material Science,
2193008,Engineering Materials for the Energy Transition,
2194730,Thermodynamic and Kinetic Fundamentals of Material Science,
2194731,Exercises for Thermodynamic and Kinetic Fundamentals of Material Science,
2194732,Materials for Nuclear Fusion and Accelerator Applications,
2126780,Seminar on student projects,
2126777,Consultation hours and student advice,
2126778,Seminar on ceramic materials and technologies,
2125740,Functional Ceramics (EN),
2125765,Doctoral candidates seminar - Functional Ceramics,
2125764,Consultation hours,
2125766,Instruction in research methods,
2183707,Instructions for Scientific Work,
2183717,Seminar "Materials Modeling",
2183703,Modelling and Simulation,
2182222,Data and Artificial Intelligence for Numerical Simulations,
2182223,Online Colloquium for Data-driven Modeling and Artificial Intelligence,
2183721,High Performance Computing,
2182732,Introduction to Theory of Materials,
2178125,Exercices in Microstructure-Property-Relationships,
2190495,Ort/Termin s. Institutshomepage http://www.inr.kit.edu http://www.iam.kit.edu/,
2182730,Anleitung zum wissenschaftlichen Arbeiten,
2178420,Mechanical Properties of Nanomaterials and Microsystems,
2181717,Seminar on mechanics of materials and interfaces,
2178127,Functional Materials,
2126749,Advanced powder metals,
2151640,Termine nach Vereinbarung,
2174560,Materials Science and Engineering II for mach,
2174563,Exercises in Materials Science and Engineering II for mach,
2174596,Polymer Engineering II,
2150511,Product Development - Component Dimensioning,
2174579,Technology of steel components,
2174574,Materials of Lightweight Construction,
2174575,Foundry Technology,
2174576,Systematic Materials Selection,
2174577,Excercises in Systematic Materials Selection,
2174591,Seminar zu Bachelor-,
3174015,Materials Science and Engineering II (Lecture),
3174016,Materials Science and Engineering Lab Course,
3174026,Materials Science and Engineering II (Tutorials),
2174599,Exercises in Metals,
2174578,Experimental Lab Course,
2174592,Anleitung zum wissenschaftl. Arbeiten (Studien- und Diplomarbeiten,
2174593,Anleitung zum wissenschaftl. Arbeiten (Studien- und Diplomarbeiten,
2174594,Anleitung zum wissenschaftlichen Arbeiten,
2174590,Doktorandenseminar Werkstoffkunde,
2173648,Plasticity of Metals and Intermetallics,
2173520,Materials Recycling and Sustainability,
2174555,Non-ferrous Metals and alloys,
2173584,Hydrogen in Materials – Exercises and Lab Course,
2173586,Fatigue of Materials,
2150512,Dimensioning of Components,
2174605,High Temperature Materials,
2174510,Thin Films – Structure,
2173431,Materials Characterization,
2173432,Tutorials and Lab Courses for "Materials Characterization",
2174512,Non-destructive Materials Testing,
2183700,Consultation Hour,
2183800,Consultation Hour,
2183641,Consultation Hour,
2182472,Consultation Hour,
2182614,Applied Materials Simulation,
2181740,Particle Dynamics and Atomistic Simulation,
2182740,Materials modelling: dislocation based plasticity,
2142151,Introduction to Biomimetics,
2182642,Laser Material Processing,
2182115,Laboratory "Tribology",
2183716,FEM Workshop -- Constitutive Laws,
2182745,Instructions for Scientific Work,
2183802,Instructions for Scientific Work,
2181220,Contact Mechanics,
2182616,Applied Materials Simulation,
2182741,Data Science and Scientific Workflows,
2183401,Consultation Hour,
2183403,Instructions for Scientific Work,
2188100,Surface Technology,
2188101,Physical Foundation of Modern Measurement Methods,
2183310,Office Hour,
2183311,Seminar on Student Theses at IAM-ZM (Jun.-Prof. Bauer),
2183312,Guidance on Scientific Working at IAM-ZM (Jun.-Prof. Bauer),
2181777,Informatics for Materials Science,
2182100,Energy Efficient and Sustainable Tribological Systems,
2182101,Laboratory "Failure Analysis",
2182102,Failure Analysis,
2182470,Office Hour,
2182471,Guidance on Scientific Working (Prof. Anass Benayad),
2191901,nach Vereinbarung,
2190492,Fusion Technology B,
2190493,Exercise Fusion Technology B,
2190494,Nuclear Power Generation,
2130973,Innovative Nuclear Systems,
2190490,Introduction to Neutron Cross Section Theory and Nuclear Data Generation,
2189465,Reactor Safety I: Fundamentals,
2190496,Magnet Technology of Fusion Reactors,
2190499,Vacuum and Tritium Technology in Nuclear Fusion,
2191902,Anleitung zum wissenschaftl. Arbeiten (Bachelor-/Master-/Studien-/,
2130927,Fundamentals of Energy Technology,
2130928,Tutorial for 'Fundamentals of Energy Technology',
2191903,nach Absprache,
2129902,Anleitung zu wissenschaftlichen Arbeiten (Studien- und Diplomarbeiten),
2129906,Diplomanden - Seminar,
2191920,nach Vereinbarung (0721/608-46746 oder aurelian.badea@kit.edu),
3190923,Fundamentals of Energy Technology,
3190924,Tutorial for 'Fundamentals of Energy Technology',
2190920,Experimental Techniques in thermo- and fluid-dynamics,
2130929,Energy systems II: Reactor Physics,
2190421,Applied Cryo-Technology,
2170460,Nuclear Power Plant Technology,
2190422,Heat Transfer and Thermal Fluid Flow,
2110025,nach Vereinbarung,
2110034,Instruction for Scientific Work,
2110035,Current topics in Human and Industrial Engineering (seminar for graduate workers),
2110678,Production Techniques Laboratory,
2110050,Vehicle Ergonomics,
2111021,Scientific Work and Empirical Research Methods,
2111023,Scientific Work and Empirical Research Methods,
2109050,Digital Transformation of Industrial Companies,
2110020,Project (PRO),
2111022,Empirical Research Methods for Engineers,
2109040,Participation in Empirical Research,
2107010,Professor consultation hours,
2107017,Advising students in preparing for their exams,
2107016,Guidance on scientific work (student research projects and theses),
2106033,System Integration in Micro- and Nanotechnology I,
2106014,Data Analytics for Engineers,
2105024,Modern Control Concepts I,
2106035,Modern Control Concepts III,
2107011,Professor consultation hours,
2107012,Professor consultation hours,
2106020,Tutorial on Modern Control Concepts I,
2106010,Optical Measuring Systems,
2107013,Professor consultation hours,
2115913,Office Hours,
2114915,Field Trip,
2115914,Introduction to Research Processes (Bachelor- and Masterthesis),
2114914,Railways in the Transportation Market,
2115009,Seminar for Rail System Technology,
2115922,Vehicle Systems for Urban Mobility,
2115921,Innovation and Project Management in Rail Vehicle Engineering,
2115925,Lab Course Microcontrollers for Highly Automated Rail Vehicles,
2114920,Vehicles in Sustainable Mobility Systems,
2114910,Running Gear and Dynamic Behaviour of Rail Vehicles,
2114911,Running Gear and Dynamic Behaviour of Rail Vehicles,
2114835,Automotive Engineering II,
2114837,Tutorial "Automotive Engineering II",
2115817,Project Workshop: Automotive Engineering,
2114838,Handling Characteristics of Motor Vehicles II,
2114842,Principles of Whole Vehicle Engineering II,
2114845,Tires and Wheel Development for Passenger Cars,
2114844,Fundamentals in the Development of Commercial Vehicles II,
2115808,Motor Vehicle Laboratory,
2115831,Beratung zu den Prüfungen im Fach 'Grundlagen der Fahrzeugtechnik I',
2114831,Beratung zu den Prüfungen im Fach „Grundlagen der Fahrzeugtechnik II“,
2114834,Bachelor-/Masterseminar Fahrzeugtechnik,
2114830,Anleitung zu wissenschaftlichen Arbeiten (Bachelor- und Masterarbeiten),
2115802,Consultation Hour for Exam in Automotive Engineering I + II,
2114855,Automotive Engineering II,
2114858,Tutorial for Automotive Engineering II,
2114860,Principles of Whole Vehicle Engineering II,
2114862,Python Algorithms for Automotive Engineering,
2114833,Motor Vehicle Labor,
2115101,Termine nach Vereinbarung,
2115102,Anleitung zu wissenschaftlichen Arbeiten (Bachelor- und Masterarbeiten),
2115108,Seminar Faserverbundleichtbau,
2115105,Anleitung zu wissenschaftlichen Arbeiten (Bachelor- und Masterarbeiten),
2115106,Seminar Modellierung und Simulation im Faserverbundleichtbau,
2114053,Composite Manufacturing – Polymers,
2114107,Simulation of the Process Chain of Continuously Fiber Reinforced Composite,
2114102,medical engineering,
2114105,Modelling of polymer and suspension flows for industrial manufacturing processes,
2114111,Numerical Methods for Engineering Applications (NuMIa),
2114104,Modeling of Polymer and Suspension Flows for Industrial Manufacturing Processes,
2114097,Anleitung zu wissenschaftlichen Arbeiten (Bachelor- und Masterarbeit),
2114073,Mobile Machines,
2114080,Control of Mobile Machines,
2114081,Control of Mobile Machines,
2114071,Simulation with Lumped Parameters,
2114072,Simulation with Lumped Parameters (Tutorial),
2119050,siehe Homepage,
2149600,Global Logistics,
2118097,Warehousing and distribution systems,
2119100,Fördertechnik und Logistiksysteme,
2117073,Industrial Mobile Robotics Lab,
2118181,Material flow in production and logistics,
2118010,Global Logistics,
2118131,Practical-Course: Machine Learning for Robotics,
2100015,Machine Learning for Robotic Systems 2,
2118081,Mathematical methods for Production Systems,
2148605,Dynamic Systems of Technical Logistics (DSTL),
2148606,Dynamic Systems of Technical Logistics - Project (DSTL-P),
2122014,Information Engineering,
2123900,I4.0 Systems platform,
2122370,IT and Data Science,
2123360,Nach Vereinbarung,
2122371,Tutorial IT and Data Science,
2122372,Python course on IT and Data Science,
2123320,Nach Vereinbarung,
2122330,Biologically Inspired Robots,
2122331,CAD Engineering Project for Intelligent Systems,
2122373,IT and Data Science,
2122374,Tutorial IT and Data Science,
2122375,Python course on IT and Data Science,
2121343,Seminar: Bionic Algorithms and Robot Technologies,
2121333,Robotic Intelligence: Navigation and Mobile Manipulation,
2121334,Robotic Intelligence: Navigation and Mobile Manipulation (Exercise),
2121330,CAD Workshop,
2123330,Project: Data-Driven Engineering,
2122380,Group Work IT and Data Science,
2122381,Group Work IT and Data Science,
2122351,Instructions for Tutors in IT and Data Science,
2122352,Applied Data Science and Machine Learning in Engineering,
2122353,Seminar: Machine Learning and Optimization in Engineering,
2122354,Project: Data-Driven Engineering Fundamentals,
2134151,CO2-neutral combustion engines and their fuels II,
2134134,Analysis tools for combustion diagnostics,
2134137,Engine measurement techniques,
3134140,Machines and Processes of Energy Conversion,
2134001,Engine Laboratory,
2134132,Seminar für Verbrennungsmotoren,
2134133,Anleitung zum wissenschaftlichen Arbeiten (Studien- und Diplomarbeiten),
2187000,Machines and Processes (Lab Course),
2134153,Boosting of Combustion Engines,
2134154,Large Diesel and Gas Engines for Ship Propulsions,
2134155,Development of Hybrid Powertrains,
2134180,Measurement technology,
2139300,consultation hours Prof. Stiller,
2138331,Guidance for scientific word (Bachelor and master thesis,
2138342,Scientific seminar Measurement and Control Systems,
2138334,Probabilistic Measurement and Estimation,
2138328,Measurement Instrumentation Lab,
2138330,Seminar of Measurement and Control Systems,
2138340,Automotive Vision,
2138341,Cogitive Automobiles - Laboratory,
2138335,Deep Learning for Engineers,
2138337,Deep Learning for Engineers (Tutorial),
2138338,Probabilistic Measurement and Estimation (Tutorial),
2137313,Practical course (P),
2142878,Anleitung zum wissenschaftlichen Arbeiten,
2142890,Physics for Engineers,
2143875,Introduction to Microsystem Technology - Practical Course,
2143873,Actual topics of BioMEMS,
2142877,Current Research in the Field of Microsystems Engineering,
2141007,X-ray optics,
2142855,Polymers in MEMS C - Biopolymers and Bioplastics,
2142897,Microenergy Technologies,
2142152,Introduction to Nanotechnology,
2142880,Miniaturized Heat Exchangers,
2143877,Introduction to Microsystem Technology - Practical Course,
2141503,Microsystem product design for young entrepreneurs,
2142850,Components and their application,
2142830,Topology Optimisation in Engineering,
2141871,Micro- and nanotechnology in implant technology,
2142801,Introduction to biomedical engineering,
2147150,Professor consultation-hour (Prof. Albers),
2147151,Professor consultation-hour (Prof. Matthiesen),
2146209,Consultation hour for study- and job questions for mechanical engineers (Prof.,
2146191,Beratung der Studenten bei der Vorbereitung der MKL-Prüfung (Prof. Matthiesen),
2146187,Workshop 'Mechanical Design IV',
2147175,Wir empfehlen den Workshop ab dem 5. Semester.,
2146188,Beratung der Studenten bei der Vorbereitung zur Prüfung Produktentstehung -,
2147160,Patents and Patentstrategies in innovative companies,
2146193,Sustainable Product Engineering,
2146198,Strategic product development - identification of potentials of innovative products,
3146022,Mechanical Design IV Workshop,
3146023,Methods and Processes of PGE – Product Generation Engineering,
2146186,Preparation Seminar for tutors,
2145164,Power Tool Design,
2145165,Power Tool Design Project Work,
2147177,Re:Invent - Revolutionary Business Models as the Basis for Product Innovations,
2147152,Professor consultation-hour (Prof. Düser),
2147155,Consultation hour for study- and job questions for mechanical engineers (Prof.,
2147154,Supervision of Theses (Prof. Matthiesen),
2147156,IPEK-Field Trip,
2145159,Supervision of Theses (Prof. Albers),
2146230,Validation of technical Systems,
2146231,Drive System Engineering A: Automotive Systems,
2146232,Advanced Systems Engineering,
2146100,Sustainable product development – ring lecture of WiGeP,
2147153,Supervision of Theses (Prof. Düser),
2151639,Termine nach Vereinbarung,
2151642,Termine nach Vereinbarung,
2151645,Termine nach Vereinbarung,
2151641,Sprechstunde (Lehre am wbk),
2150681,Metal Forming,
2150683,Control Technology,
2150687,Anleitung zu wissenschaftlichen Abschlussarbeiten,
2150601,Integrative Strategies in Production and Development of High Performance Cars,
2149665,Seminar Production Technology,
3150040,Global Production Engineering,
3150012,Automated Production Systems,
3150044,For organizational reasons the number of participants for the course is limited.,
2150550,Laboratory Production Metrology,
2150600,International Production Engineering A,
2150605,Production Technology for E-Mobility,
2150910,Seminar Application of Artificial Intelligence in Production,
2150659,Strategic Decision-Making in Global Production Networks through Optimization and,
2150702,Additive Manufacturing Processes,
2150620,Circular Factory,
2150701,Smart Factory,
2150703,Basics of Production Automation,
2150704,Project Course Additive Manufacturing: Design Optimization and Production of,
2154442,Consultation for exam preparation for mathematical methods of fluid mechanics,
2154441,Consultation for exam preparation for fluid mechanics,
2154453,Fluid-Structure-Interaction with Python,
2154405,Numerical Fluid Mechanics with Python,
2155435,Studierendenseminar Strömungsmechanik,
2154438,Instructions for scientific theses,
2154421,Consultation hour for fluid mechanics,
2154512,Fluid Mechanics,
3154510,Fluid Mechanics,
2154434,Consultation hour for Mathematical Methods in fluid mechanics,
2153530,Experimental Fluid Mechanics,
2153413,Flow Measurement Techniques,
2154470,Research Seminar Experimental Fluid Mechanics (Vorleistung),
2153415,Fluid Mechanics Tutorial,
2153403,Fluid Mechanics Tutorial,
2153470,Advanced CFD with OpenFOAM,
2162223,Consultation hour Professor,
2162222,Termine nach Vereinbarung. Bitte vereinbaren Sie einen Termin unter,
2162290,Instructions for scientific work (Bachelor-/Master thesis),
2162250,Engineering Mechanics II,
2162251,Tutorial Engineering Mechanics II,
2162252,Lab course Engineering Mechanics II,
2162254,Seminar tutorial group leader for Engineering Mechanics II,
